Mod:Item:MetaData, Localized Name
tconstruct:knife_blade:0, 海晶石 刀刃
tconstruct:knife_blade:0, 末地石 刀刃
tconstruct:knife_blade:0, 纸 刀刃
tconstruct:knife_blade:0, 海绵 刀刃
tconstruct:knife_blade:0, 烈焰木 刀刃
tconstruct:knife_blade:0, 铁 刀刃
tconstruct:knife_blade:0, 生铁 刀刃
tconstruct:knife_blade:0, 骑士史莱姆 刀刃
tconstruct:knife_blade:0, 史莱姆 刀刃
tconstruct:knife_blade:0, 史莱姆 刀刃
tconstruct:knife_blade:0, 熔岩史莱姆 刀刃
tconstruct:knife_blade:0, 地狱岩 刀刃
tconstruct:knife_blade:0, 钴 刀刃
tconstruct:knife_blade:0, 阿迪特 刀刃
tconstruct:knife_blade:0, 玛玉灵 刀刃
tconstruct:knife_blade:0, 铜 刀刃
tconstruct:knife_blade:0, 青铜 刀刃
tconstruct:knife_blade:0, 铅 刀刃
tconstruct:knife_blade:0, 银 刀刃
tconstruct:knife_blade:0, 琥珀金 刀刃
tconstruct:knife_blade:0, 钢 刀刃
tconstruct:knife_blade:0, 魔法木质刀刃
tconstruct:knife_blade:0, 恶魔灌注刀刃
tconstruct:knife_blade:0, 附魔刀刃
tconstruct:knife_blade:0, 恶魔刀刃
tconstruct:knife_blade:0, 防腐木 刀刃
tconstruct:knife_blade:0, 康铜 刀刃
tconstruct:bow_limb:0, 磁钢 弓臂
tconstruct:bow_limb:0, 充能合金 弓臂
tconstruct:bow_limb:0, 脉冲合金 弓臂
tconstruct:bow_limb:0, 红石合金 弓臂
tconstruct:bow_limb:0, 导电铁 弓臂
tconstruct:bow_limb:0, 充能铁 弓臂
tconstruct:bow_limb:0, 玄钢 弓臂
tconstruct:bow_limb:0, 魂金 弓臂
tconstruct:bow_limb:0, 末影钢 弓臂
tconstruct:bow_limb:0, 铁合金 弓臂
tconstruct:bow_limb:0, 木 弓臂
tconstruct:bow_limb:0, 圆石 弓臂
tconstruct:bow_limb:0, 燧石 弓臂
tconstruct:bow_limb:0, 仙人掌 弓臂
tconstruct:bow_limb:0, 骨头 弓臂
tconstruct:bow_limb:0, 黑曜石 弓臂
tconstruct:bow_limb:0, 海晶石 弓臂
tconstruct:bow_limb:0, 末地石 弓臂
tconstruct:bow_limb:0, 纸 弓臂
tconstruct:bow_limb:0, 海绵 弓臂
tconstruct:bow_limb:0, 烈焰木 弓臂
tconstruct:bow_limb:0, 铁 弓臂
tconstruct:bow_limb:0, 生铁 弓臂
tconstruct:bow_limb:0, 骑士史莱姆 弓臂
tconstruct:bow_limb:0, 史莱姆 弓臂
tconstruct:bow_limb:0, 史莱姆 弓臂
tconstruct:bow_limb:0, 熔岩史莱姆 弓臂
tconstruct:bow_limb:0, 地狱岩 弓臂
tconstruct:bow_limb:0, 钴 弓臂
tconstruct:bow_limb:0, 阿迪特 弓臂
tconstruct:bow_limb:0, 玛玉灵 弓臂
tconstruct:bow_limb:0, 铜 弓臂
tconstruct:bow_limb:0, 青铜 弓臂
tconstruct:bow_limb:0, 铅 弓臂
tconstruct:bow_limb:0, 银 弓臂
tconstruct:bow_limb:0, 琥珀金 弓臂
tconstruct:bow_limb:0, 钢 弓臂
tconstruct:bow_limb:0, 魔法木质弓臂
tconstruct:bow_limb:0, 恶魔弓臂
tconstruct:bow_limb:0, 防腐木 弓臂
tconstruct:bow_limb:0, 康铜 弓臂
tconstruct:bow_string:0, 魂金 弓弦
tconstruct:bow_string:0, 线 弓弦
tconstruct:bow_string:0, 史莱姆藤蔓 弓弦
tconstruct:bow_string:0, 史莱姆藤蔓 弓弦
tconstruct:bow_string:0, 藤蔓 弓弦
tconstruct:bow_string:0, 大麻纤维 弓弦
tconstruct:arrow_head:0, 磁钢 箭头
tconstruct:arrow_head:0, 充能合金 箭头
tconstruct:arrow_head:0, 脉冲合金 箭头
tconstruct:arrow_head:0, 红石合金 箭头
tconstruct:arrow_head:0, 导电铁 箭头
tconstruct:arrow_head:0, 充能铁 箭头
tconstruct:arrow_head:0, 玄钢 箭头
tconstruct:arrow_head:0, 魂金 箭头
tconstruct:arrow_head:0, 末影钢 箭头
tconstruct:arrow_head:0, 铁合金 箭头
tconstruct:arrow_head:0, 木 箭头
tconstruct:arrow_head:0, 圆石 箭头
tconstruct:arrow_head:0, 燧石 箭头
tconstruct:arrow_head:0, 仙人掌 箭头
tconstruct:arrow_head:0, 骨头 箭头
tconstruct:arrow_head:0, 黑曜石 箭头
tconstruct:arrow_head:0, 海晶石 箭头
tconstruct:arrow_head:0, 末地石 箭头
tconstruct:arrow_head:0, 纸 箭头
tconstruct:arrow_head:0, 海绵 箭头
tconstruct:arrow_head:0, 烈焰木 箭头
tconstruct:arrow_head:0, 铁 箭头
tconstruct:arrow_head:0, 生铁 箭头
tconstruct:arrow_head:0, 骑士史莱姆 箭头
tconstruct:arrow_head:0, 史莱姆 箭头
tconstruct:arrow_head:0, 史莱姆 箭头
tconstruct:arrow_head:0, 熔岩史莱姆 箭头
tconstruct:arrow_head:0, 地狱岩 箭头
tconstruct:arrow_head:0, 钴 箭头
tconstruct:arrow_head:0, 阿迪特 箭头
tconstruct:arrow_head:0, 玛玉灵 箭头
tconstruct:arrow_head:0, 铜 箭头
tconstruct:arrow_head:0, 青铜 箭头
tconstruct:arrow_head:0, 铅 箭头
tconstruct:arrow_head:0, 银 箭头
tconstruct:arrow_head:0, 琥珀金 箭头
tconstruct:arrow_head:0, 钢 箭头
tconstruct:arrow_head:0, 魔法木质箭头
tconstruct:arrow_head:0, 恶魔灌注箭头
tconstruct:arrow_head:0, 附魔箭头
tconstruct:arrow_head:0, 恶魔箭头
tconstruct:arrow_head:0, 防腐木 箭头
tconstruct:arrow_head:0, 康铜 箭头
tconstruct:arrow_shaft:0, 木 箭杆
tconstruct:arrow_shaft:0, 骨头 箭杆
tconstruct:arrow_shaft:0, 烈焰棒 箭杆
tconstruct:arrow_shaft:0, 甘蔗 箭杆
tconstruct:arrow_shaft:0, 冰 箭杆
tconstruct:arrow_shaft:0, 末地烛 箭杆
tconstruct:arrow_shaft:0, 防腐木 箭杆
tconstruct:fletching:0, 羽毛 箭羽
tconstruct:fletching:0, 史莱姆树叶 箭羽
tconstruct:fletching:0, 史莱姆树叶 箭羽
tconstruct:fletching:0, 史莱姆树叶 箭羽
tconstruct:fletching:0, 树叶 箭羽
tconstruct:bolt_core:0, 木-铁 弩箭核心
tconstruct:bolt_core:0, 骨头-铁 弩箭核心
tconstruct:bolt_core:0, 烈焰棒-铁 弩箭核心
tconstruct:bolt_core:0, 甘蔗-铁 弩箭核心
tconstruct:bolt_core:0, 冰-铁 弩箭核心
tconstruct:bolt_core:0, 末地烛-铁 弩箭核心
tconstruct:bolt_core:0, 防腐木-铁 弩箭核心
tconstruct:tooltables:0, 合成站
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:1, 模具加工台
tconstruct:tooltables:4, 模具箱
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:2, 部件加工台
tconstruct:tooltables:5, 部件箱
tconstruct:tooltables:3, 工具装配台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:toolforge:0, 工具锻造台
tconstruct:pickaxe, 镐
tconstruct:shovel, 锹
tconstruct:hatchet, 手斧
tconstruct:mattock, 鹤嘴锄
tconstruct:kama, 园艺镰
tconstruct:hammer, 锤
tconstruct:excavator, 开掘铲
tconstruct:lumberaxe, 伐木斧
tconstruct:scythe, 镰刀
tconstruct:broadsword, 大剑
tconstruct:longsword, 长剑
tconstruct:rapier, 西洋剑
tconstruct:frypan, 煎锅
tconstruct:battlesign, 战斗牌子
tconstruct:cleaver, 劈刀
tconstruct:shortbow, 短弓
tconstruct:longbow, 长弓
tconstruct:crossbow, 十字弓
tconstruct:arrow, 箭矢
tconstruct:bolt, 弩箭
tconstruct:shuriken, 回旋镖
tconstruct:seared:0, 焦黑石头
tconstruct:seared:1, 焦黑圆石
tconstruct:seared:2, 焦黑盖板石
tconstruct:seared:3, 焦黑石砖
tconstruct:seared:4, 裂纹焦黑石砖
tconstruct:seared:5, 平滑焦黑石砖
tconstruct:seared:6, 錾制焦黑石砖
tconstruct:seared:7, 焦黑铺路石
tconstruct:seared:8, 焦黑雕琢石砖块
tconstruct:seared:9, 三角纹焦黑石砖
tconstruct:seared:10, 细纹焦黑石砖
tconstruct:seared:11, 焦黑瓷砖
tconstruct:smeltery_controller:0, 冶炼炉控制器
tconstruct:seared_tank:0, 焦黑储罐
tconstruct:seared_tank:1, 焦黑容器
tconstruct:seared_tank:2, 焦黑视窗
tconstruct:faucet:0, 焦黑浇注口
tconstruct:channel:0, 浇注道
tconstruct:casting:0, 浇铸台
tconstruct:casting:1, 铸造盆
tconstruct:smeltery_io:0, 焦黑排液口
tconstruct:seared_glass:0, 焦黑玻璃
tconstruct:seared_furnace_controller:0, 焦黑熔炉控制器
tconstruct:tinker_tank_controller:0, 工匠储罐控制器
tconstruct:seared_slab:0, 焦黑石头台阶
tconstruct:seared_slab:1, 焦黑圆石台阶
tconstruct:seared_slab:2, 焦黑盖板石台阶
tconstruct:seared_slab:3, 焦黑石砖台阶
tconstruct:seared_slab:4, 裂纹焦黑石砖台阶
tconstruct:seared_slab:5, 平滑焦黑石砖台阶
tconstruct:seared_slab:6, 錾制焦黑石砖台阶
tconstruct:seared_slab:7, 焦黑铺路石台阶
tconstruct:seared_slab2:0, 焦黑雕琢台阶
tconstruct:seared_slab2:1, 三角纹焦黑石砖台阶
tconstruct:seared_slab2:2, 细纹焦黑石砖台阶
tconstruct:seared_slab2:3, 焦黑瓷砖台阶
tconstruct:seared_stairs_stone:0, 焦黑石头楼梯
tconstruct:seared_stairs_cobble:0, 焦黑圆石楼梯
tconstruct:seared_stairs_paver:0, 焦黑盖板石楼梯
tconstruct:seared_stairs_brick:0, 焦黑石砖楼梯
tconstruct:seared_stairs_brick_cracked:0, 裂纹焦黑石砖楼梯
tconstruct:seared_stairs_brick_fancy:0, 平滑焦黑石砖楼梯
tconstruct:seared_stairs_brick_square:0, 錾制焦黑石砖楼梯
tconstruct:seared_stairs_brick_triangle:0, 三角纹焦黑石砖楼梯
tconstruct:seared_stairs_brick_small:0, 细纹焦黑石砖楼梯
tconstruct:seared_stairs_road:0, 焦黑铺路石楼梯
tconstruct:seared_stairs_tile:0, 焦黑瓷砖楼梯
tconstruct:seared_stairs_creeper:0, 焦黑雕琢楼梯
tconstruct:cast:0, 空白铸模
tconstruct:cast:0, 坚韧手柄铸模
tconstruct:cast:0, 锤头铸模
tconstruct:cast:0, 盘铸模
tconstruct:cast:0, 护手铸模
tconstruct:cast:0, 箭头铸模
tconstruct:cast:0, 斧刃铸模
tconstruct:cast:0, 开掘铲头铸模
tconstruct:cast:0, 大板铸模
tconstruct:cast:0, 手柄铸模
tconstruct:cast:0, 刀刃铸模
tconstruct:cast:0, 宽剑刃铸模
tconstruct:cast:0, 剑刃铸模
tconstruct:cast:0, 镰刀头铸模
tconstruct:cast:0, 绑定结铸模
tconstruct:cast:0, 宽护手铸模
tconstruct:cast:0, 坚韧绑定结铸模
tconstruct:cast:0, 磨制工具铸模
tconstruct:cast:0, 园艺镰头铸模
tconstruct:cast:0, 镐头铸模
tconstruct:cast:0, 弓弦铸模
tconstruct:cast:0, 弓臂铸模
tconstruct:cast:0, 碎片铸模
tconstruct:cast:0, 宽斧刃铸模
tconstruct:cast:0, 牌板铸模
tconstruct:cast:0, 锹头铸模
tconstruct:cast:0, 十字柄铸模
tconstruct:cast_custom:0, 锭铸模
tconstruct:cast_custom:1, 粒铸模
tconstruct:cast_custom:2, 宝石铸模
tconstruct:cast_custom:3, 板铸模
tconstruct:cast_custom:4, 齿轮铸模
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, 坚韧手柄粘土铸模
tconstruct:clay_cast:0, 锤头粘土铸模
tconstruct:clay_cast:0, 盘粘土铸模
tconstruct:clay_cast:0, 护手粘土铸模
tconstruct:clay_cast:0, 箭头粘土铸模
tconstruct:clay_cast:0, 斧刃粘土铸模
tconstruct:clay_cast:0, 开掘铲头粘土铸模
tconstruct:clay_cast:0, 大板粘土铸模
tconstruct:clay_cast:0, 手柄粘土铸模
tconstruct:clay_cast:0, 刀刃粘土铸模
tconstruct:clay_cast:0, 宽剑刃粘土铸模
tconstruct:clay_cast:0, 剑刃粘土铸模
tconstruct:clay_cast:0, 镰刀头粘土铸模
tconstruct:clay_cast:0, 绑定结粘土铸模
tconstruct:clay_cast:0, 宽护手粘土铸模
tconstruct:clay_cast:0, 坚韧绑定结粘土铸模
tconstruct:clay_cast:0, 磨制工具粘土铸模
tconstruct:clay_cast:0, 园艺镰头粘土铸模
tconstruct:clay_cast:0, 镐头粘土铸模
tconstruct:clay_cast:0, 弓弦粘土铸模
tconstruct:clay_cast:0, 弓臂粘土铸模
tconstruct:clay_cast:0, 碎片粘土铸模
tconstruct:clay_cast:0, 宽斧刃粘土铸模
tconstruct:clay_cast:0, 牌板粘土铸模
tconstruct:clay_cast:0, 锹头粘土铸模
tconstruct:clay_cast:0, 十字柄粘土铸模
tconstruct:stone_torch:0, 石柄火把
tconstruct:stone_ladder:0, 石梯
tconstruct:punji:0, 尖竹钉
tconstruct:rack:0, 物品架
tconstruct:rack:1, 晾干架
tconstruct:wood_rail:0, 木质轨道
tconstruct:wood_rail_trapdoor:0, 带活板门的木质轨道
tconstruct:wooden_hopper:0, 木漏斗
tconstruct:slime_channel:0, 史莱姆通道
tconstruct:slime_channel:1, 史莱姆通道
tconstruct:slime_channel:2, 史莱姆通道
tconstruct:slime_channel:3, 凝血通道
tconstruct:slime_channel:4, 史莱姆通道
tconstruct:dried_clay:0, 干燥粘土
tconstruct:dried_clay:1, 干燥粘土砖
tconstruct:dried_clay_slab:0, 干燥粘土台阶
tconstruct:dried_clay_slab:1, 干燥粘土砖台阶
tconstruct:dried_clay_stairs:0, 干燥粘土楼梯
tconstruct:dried_brick_stairs:0, 干燥粘土砖楼梯
tconstruct:brownstone:0, 平滑褐岩块
tconstruct:brownstone:1, 粗质褐岩块
tconstruct:brownstone:2, 褐岩盖板石
tconstruct:brownstone:3, 褐岩石砖
tconstruct:brownstone:4, 裂纹褐岩石砖
tconstruct:brownstone:5, 平滑褐岩石砖
tconstruct:brownstone:6, 錾制褐岩石砖
tconstruct:brownstone:7, 褐岩铺路石
tconstruct:brownstone:8, 雕琢褐岩块
tconstruct:brownstone:9, 三角纹褐岩石砖
tconstruct:brownstone:10, 细纹褐岩石砖
tconstruct:brownstone:11, 褐岩瓷砖块
tconstruct:brownstone_slab:0, 平滑褐岩台阶
tconstruct:brownstone_slab:1, 粗质褐岩台阶
tconstruct:brownstone_slab:2, 褐岩盖板石台阶
tconstruct:brownstone_slab:3, 褐岩石砖台阶
tconstruct:brownstone_slab:4, 裂纹褐岩石砖台阶
tconstruct:brownstone_slab:5, 平滑褐岩石砖台阶
tconstruct:brownstone_slab:6, 錾制褐岩石砖台阶
tconstruct:brownstone_slab:7, 褐岩铺路石台阶
tconstruct:brownstone_slab2:0, 褐岩雕琢台阶
tconstruct:brownstone_slab2:1, 三角纹褐岩石砖台阶
tconstruct:brownstone_slab2:2, 细纹褐岩石砖台阶
tconstruct:brownstone_slab2:3, 褐岩瓷砖台阶
tconstruct:brownstone_stairs_smooth:0, 平滑褐岩楼梯
tconstruct:brownstone_stairs_rough:0, 粗质褐岩楼梯
tconstruct:brownstone_stairs_paver:0, 褐岩盖板石楼梯
tconstruct:brownstone_stairs_brick:0, 褐岩石砖楼梯
tconstruct:brownstone_stairs_brick_cracked:0, 裂纹褐岩石砖楼梯
tconstruct:brownstone_stairs_brick_fancy:0, 平滑褐岩石砖楼梯
tconstruct:brownstone_stairs_brick_square:0, 錾制褐岩石砖楼梯
tconstruct:brownstone_stairs_brick_triangle:0, 三角纹褐岩石砖楼梯
tconstruct:brownstone_stairs_brick_small:0, 细纹褐岩石砖楼梯
tconstruct:brownstone_stairs_road:0, 褐岩铺路石楼梯
tconstruct:brownstone_stairs_tile:0, 褐岩瓷砖楼梯
tconstruct:brownstone_stairs_creeper:0, 褐岩雕琢楼梯
tconstruct:slimesling:0, 史莱姆弹弓
tconstruct:slimesling:1, 史莱姆弹弓
tconstruct:slimesling:2, 史莱姆弹弓
tconstruct:slimesling:3, 凝血弹弓
tconstruct:slimesling:4, 史莱姆弹弓
tconstruct:slime_boots:0, 史莱姆靴子
tconstruct:slime_boots:1, 史莱姆靴子
tconstruct:slime_boots:2, 史莱姆靴子
tconstruct:slime_boots:3, 凝血靴子
tconstruct:slime_boots:4, 史莱姆靴子
tconstruct:piggybackpack, 肩托式背包
tconstruct:throwball:0, 荧光球
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, 石棍
tconstruct:fancy_frame:0, 平滑展示框
tconstruct:fancy_frame:1, 铝黄铜展示框
tconstruct:fancy_frame:2, 钴制展示框
tconstruct:fancy_frame:3, 阿迪特展示框
tconstruct:fancy_frame:4, 玛玉灵展示框
tconstruct:fancy_frame:5, 金制展示框
tconstruct:fancy_frame:6, 通透展示框
tconstruct:moms_spaghetti, 妈妈做的意大利面
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 销毁升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最大）
storagedrawers:upgrade_redstone:2, 红石升级（最小）
storagedrawers:drawer_key, 抽屉钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 量化钥匙
storagedrawers:tape, 打包带
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 抽屉钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 量化钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉控制器
storagedrawers:controllerslave, 控制器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 镶框台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
itemfilters:filter, 物品过滤器
itemfilters:missing, 缺少物品
ftbquests:screen, 任务显示器
ftbquests:progress_detector, 任务进度检测器
ftbquests:detector:0, 红石检测器
ftbquests:detector:1, 玩家检测器
ftbquests:progress_screen, 进度显示器
ftbquests:chest, 任务箱子
ftbquests:loot_crate_storage, 奖励箱存储器
ftbquests:loot_crate_opener, 奖励箱开箱器
ftbquests:barrier, 任务屏障
ftbquests:reward_collector, Reward Collector
ftbquests:book, 任务书
ftbquests:lootcrate, 奖励箱
ftbquests:custom_icon, 自定义图标
immersiveengineering:ore:0, 铜矿石
immersiveengineering:ore:1, 铝土矿石
immersiveengineering:ore:2, 铅矿石
immersiveengineering:ore:3, 银矿石
immersiveengineering:ore:4, 镍矿石
immersiveengineering:ore:5, 铀矿石
immersiveengineering:storage:0, 铜块
immersiveengineering:storage:1, 铝块
immersiveengineering:storage:2, 铅块
immersiveengineering:storage:3, 银块
immersiveengineering:storage:4, 镍块
immersiveengineering:storage:5, 铀块
immersiveengineering:storage:6, 康铜块
immersiveengineering:storage:7, 琥珀金块
immersiveengineering:storage:8, 钢块
immersiveengineering:storage_slab:0, 铜台阶
immersiveengineering:storage_slab:1, 铝台阶
immersiveengineering:storage_slab:2, 铅台阶
immersiveengineering:storage_slab:3, 银台阶
immersiveengineering:storage_slab:4, 镍台阶
immersiveengineering:storage_slab:5, 铀台阶
immersiveengineering:storage_slab:6, 康铜台阶
